text,word_count,summary,classification,Framework,framework_Name,doc_name,doc_link,fileTitle
"and5.3.4 the employer can demonstrate that exceptional circumstances apply such as unexpected production peaks, accidents or emergencies.5.4 All Supplier Staff shall be provided with at least one (1) day off in every seven (7) day period or, where allowed by national law, two (2) days off in every fourteen (14) day period.6. Sustainability6.1 The supplier shall meet the applicable Government Buying Standards applicable to Deliverables which can be found online at: https://www.gov.uk/government/collections/sustainable-procurement-the-government-buying-standards-gbsJoint Schedule 5 (Corporate Social Responsibility)Crown Copyright 2018Framework Ref: RM6187 Model Version: v3.3 3",85,"Global Theme: Corporate Social Responsibility (CSR) requirements and expectations for suppliers working with the government.

Key Topics: 
1. Supplier Code of Conduct
2. Equality and Accessibility
3. Modern Slavery, Child Labour, and Inhumane Treatment
4. Income Security
5. Working Hours
6. Sustainability

Summary: The document outlines the expectations for suppliers and subcontractors working with the government, particularly regarding corporate social responsibility. Suppliers are required to comply with the Supplier Code of Conduct published by HM Government, ensure equality and accessibility, and adhere to regulations concerning modern slavery and child labour. Furthermore, suppliers must provide income security, comply with national working hours laws, and follow sustainability practices according to Government Buying Standards. This document is part of the framework RM6187, specifically titled ""Joint Schedule 5 Corporate Social Responsibility"" under the Management Consultancy Framework Three (MCF3).",details,RM6187,Management Consultancy Framework Three (MCF3),C:\Users\Naresh.Sampara\PycharmProjects\P16_Webpilot_API\Data\RM6187\RM6187-Joint-Schedule-5_-Corporate-Social-Responsibility-.odt,There is no URL present in the provided content.,Rm6187-joint-schedule-5 -corporate-social-responsibility-
Joint Schedule 6 (Key Subcontractors)Restrictions on certain subcontractorsThe Supplier is entitled to sub-contract its obligations under the Framework Contract to the Key Subcontractors set out in the Framework Award Form.,30,"Global Theme: Contractual guidelines for subcontracting within the Management Consultancy Framework Three (MCF3).

Key Topics:
- Restrictions on subcontracting obligations.
- The process for approval of new or replacement subcontractors.
- Criteria for withholding consent for subcontractor appointments.
- Required information for proposed subcontractors.
- Provisions and obligations in subcontract agreements.

Summary: The document titled ""RM6187 Joint Schedule 6 Key Subcontractors"" outlines the contractual stipulations and processes surrounding the use of key subcontractors under the Management Consultancy Framework Three (MCF3). It specifies that suppliers must obtain written consent from CCS and the Buyer before engaging new or replacement key subcontractors. Detailed criteria for approval, including reliability and compliance considerations, are provided. Furthermore, the document lists the required information suppliers must submit about proposed subcontractors and the mandatory provisions that must be included in subcontract agreements to ensure alignment with broader contractual obligations.",details,RM6187,Management Consultancy Framework Three (MCF3),C:\Users\Naresh.Sampara\PycharmProjects\P16_Webpilot_API\Data\RM6187\RM6187-Joint-Schedule-6_-Key-Subcontractors.odt,"I'm sorry, but there doesn't appear to be a URL provided in the content you shared. Please include the full content containing the URL, and I'll be happy to extract it for you.",Rm6187-joint-schedule-6 -key-subcontractors
"The Supplier is entitled to sub-contract its obligations under a Call-Off Contract to Key Subcontractors listed in the Framework Award Form who are specifically nominated in the Order Form.Where during the Contract Period the Supplier wishes to enter into a new Key Sub-contract or replace a Key Subcontractor, it must obtain the prior written consent of CCS and the Buyer and the Supplier shall, at the time of requesting such consent, provide CCS and the Buyer with the information detailed in Paragraph 1.4.",83,"Global Theme: Contractual guidelines for subcontracting within the Management Consultancy Framework Three (MCF3).

Key Topics:
- Restrictions on subcontracting obligations.
- The process for approval of new or replacement subcontractors.
- Criteria for withholding consent for subcontractor appointments.
- Required information for proposed subcontractors.
- Provisions and obligations in subcontract agreements.

Summary: The document titled ""RM6187 Joint Schedule 6 Key Subcontractors"" outlines the contractual stipulations and processes surrounding the use of key subcontractors under the Management Consultancy Framework Three (MCF3). It specifies that suppliers must obtain written consent from CCS and the Buyer before engaging new or replacement key subcontractors. Detailed criteria for approval, including reliability and compliance considerations, are provided. Furthermore, the document lists the required information suppliers must submit about proposed subcontractors and the mandatory provisions that must be included in subcontract agreements to ensure alignment with broader contractual obligations.",details,RM6187,Management Consultancy Framework Three (MCF3),C:\Users\Naresh.Sampara\PycharmProjects\P16_Webpilot_API\Data\RM6187\RM6187-Joint-Schedule-6_-Key-Subcontractors.odt,"I'm sorry, but there doesn't appear to be a URL provided in the content you shared. Please include the full content containing the URL, and I'll be happy to extract it for you.",Rm6187-joint-schedule-6 -key-subcontractors
The decision of CCS and the Buyer to consent or not will not be unreasonably withheld or delayed. Where CCS consents to the appointment of a new Key Subcontractor then they will be added to section 18 of the Framework Award Form. Where the Buyer consents to the appointment of a new Key Subcontractor then they will be added to the Key Subcontractor section of the Order Form.,68,"Global Theme: Contractual guidelines for subcontracting within the Management Consultancy Framework Three (MCF3).

Key Topics:
- Restrictions on subcontracting obligations.
- The process for approval of new or replacement subcontractors.
- Criteria for withholding consent for subcontractor appointments.
- Required information for proposed subcontractors.
- Provisions and obligations in subcontract agreements.

Summary: The document titled ""RM6187 Joint Schedule 6 Key Subcontractors"" outlines the contractual stipulations and processes surrounding the use of key subcontractors under the Management Consultancy Framework Three (MCF3). It specifies that suppliers must obtain written consent from CCS and the Buyer before engaging new or replacement key subcontractors. Detailed criteria for approval, including reliability and compliance considerations, are provided. Furthermore, the document lists the required information suppliers must submit about proposed subcontractors and the mandatory provisions that must be included in subcontract agreements to ensure alignment with broader contractual obligations.",details,RM6187,Management Consultancy Framework Three (MCF3),C:\Users\Naresh.Sampara\PycharmProjects\P16_Webpilot_API\Data\RM6187\RM6187-Joint-Schedule-6_-Key-Subcontractors.odt,"I'm sorry, but there doesn't appear to be a URL provided in the content you shared. Please include the full content containing the URL, and I'll be happy to extract it for you.",Rm6187-joint-schedule-6 -key-subcontractors
CCS and the Buyer may reasonably withhold their consent to the appointment of a Key Subcontractor if it considers that:the appointment of a proposed Key Subcontractor may prejudice the provision of the Deliverables or may be contrary to its interests;the proposed Key Subcontractor is unreliable and/or has not provided reliable goods and or reasonable services to its other customers;,59,"Global Theme: Contractual guidelines for subcontracting within the Management Consultancy Framework Three (MCF3).

Key Topics:
- Restrictions on subcontracting obligations.
- The process for approval of new or replacement subcontractors.
- Criteria for withholding consent for subcontractor appointments.
- Required information for proposed subcontractors.
- Provisions and obligations in subcontract agreements.

Summary: The document titled ""RM6187 Joint Schedule 6 Key Subcontractors"" outlines the contractual stipulations and processes surrounding the use of key subcontractors under the Management Consultancy Framework Three (MCF3). It specifies that suppliers must obtain written consent from CCS and the Buyer before engaging new or replacement key subcontractors. Detailed criteria for approval, including reliability and compliance considerations, are provided. Furthermore, the document lists the required information suppliers must submit about proposed subcontractors and the mandatory provisions that must be included in subcontract agreements to ensure alignment with broader contractual obligations.",details,RM6187,Management Consultancy Framework Three (MCF3),C:\Users\Naresh.Sampara\PycharmProjects\P16_Webpilot_API\Data\RM6187\RM6187-Joint-Schedule-6_-Key-Subcontractors.odt,"I'm sorry, but there doesn't appear to be a URL provided in the content you shared. Please include the full content containing the URL, and I'll be happy to extract it for you.",Rm6187-joint-schedule-6 -key-subcontractors
"and/orthe proposed Key Subcontractor employs unfit persons.The Supplier shall provide CCS and the Buyer with the following information in respect of the proposed Key Subcontractor:the proposed Key Subcontractor’s name, registered office and company registration number;the scope/description of any Deliverables to be provided by the proposed Key Subcontractor;",47,"Global Theme: Contractual guidelines for subcontracting within the Management Consultancy Framework Three (MCF3).

Key Topics:
- Restrictions on subcontracting obligations.
- The process for approval of new or replacement subcontractors.
- Criteria for withholding consent for subcontractor appointments.
- Required information for proposed subcontractors.
- Provisions and obligations in subcontract agreements.

Summary: The document titled ""RM6187 Joint Schedule 6 Key Subcontractors"" outlines the contractual stipulations and processes surrounding the use of key subcontractors under the Management Consultancy Framework Three (MCF3). It specifies that suppliers must obtain written consent from CCS and the Buyer before engaging new or replacement key subcontractors. Detailed criteria for approval, including reliability and compliance considerations, are provided. Furthermore, the document lists the required information suppliers must submit about proposed subcontractors and the mandatory provisions that must be included in subcontract agreements to ensure alignment with broader contractual obligations.",details,RM6187,Management Consultancy Framework Three (MCF3),C:\Users\Naresh.Sampara\PycharmProjects\P16_Webpilot_API\Data\RM6187\RM6187-Joint-Schedule-6_-Key-Subcontractors.odt,"I'm sorry, but there doesn't appear to be a URL provided in the content you shared. Please include the full content containing the URL, and I'll be happy to extract it for you.",Rm6187-joint-schedule-6 -key-subcontractors
"where the proposed Key Subcontractor is an Affiliate of the Supplier, evidence that demonstrates to the reasonable satisfaction of the CCS and the Buyer that the proposed Key Sub-Contract has been agreed on ""arm’s-length"" terms;for CCS, the Key Sub-Contract price expressed as a percentage of the total projected Framework Price over the Framework Contract Period; for the Buyer, the Key Sub-Contract price expressed as a percentage of the total projected Charges over the Call Off Contract Period;",77,"Global Theme: Contractual guidelines for subcontracting within the Management Consultancy Framework Three (MCF3).

Key Topics:
- Restrictions on subcontracting obligations.
- The process for approval of new or replacement subcontractors.
- Criteria for withholding consent for subcontractor appointments.
- Required information for proposed subcontractors.
- Provisions and obligations in subcontract agreements.

Summary: The document titled ""RM6187 Joint Schedule 6 Key Subcontractors"" outlines the contractual stipulations and processes surrounding the use of key subcontractors under the Management Consultancy Framework Three (MCF3). It specifies that suppliers must obtain written consent from CCS and the Buyer before engaging new or replacement key subcontractors. Detailed criteria for approval, including reliability and compliance considerations, are provided. Furthermore, the document lists the required information suppliers must submit about proposed subcontractors and the mandatory provisions that must be included in subcontract agreements to ensure alignment with broader contractual obligations.",details,RM6187,Management Consultancy Framework Three (MCF3),C:\Users\Naresh.Sampara\PycharmProjects\P16_Webpilot_API\Data\RM6187\RM6187-Joint-Schedule-6_-Key-Subcontractors.odt,"I'm sorry, but there doesn't appear to be a URL provided in the content you shared. Please include the full content containing the URL, and I'll be happy to extract it for you.",Rm6187-joint-schedule-6 -key-subcontractors
"and(where applicable) Credit Rating Threshold (as defined in Joint Schedule 7 (Financial Distress)) of the Key Subcontractor.If requested by CCS and/or the Buyer, within ten (10) Working Days of receipt of the information provided by the Supplier pursuant to Paragraph 1.4, the Supplier shall also provide:a copy of the proposed Key Sub-Contract; and any further information reasonably requested by CCS and/or the Buyer.The Supplier shall ensure that each new or replacement Key Sub-Contract shall include:",75,"Global Theme: Contractual guidelines for subcontracting within the Management Consultancy Framework Three (MCF3).

Key Topics:
- Restrictions on subcontracting obligations.
- The process for approval of new or replacement subcontractors.
- Criteria for withholding consent for subcontractor appointments.
- Required information for proposed subcontractors.
- Provisions and obligations in subcontract agreements.

Summary: The document titled ""RM6187 Joint Schedule 6 Key Subcontractors"" outlines the contractual stipulations and processes surrounding the use of key subcontractors under the Management Consultancy Framework Three (MCF3). It specifies that suppliers must obtain written consent from CCS and the Buyer before engaging new or replacement key subcontractors. Detailed criteria for approval, including reliability and compliance considerations, are provided. Furthermore, the document lists the required information suppliers must submit about proposed subcontractors and the mandatory provisions that must be included in subcontract agreements to ensure alignment with broader contractual obligations.",details,RM6187,Management Consultancy Framework Three (MCF3),C:\Users\Naresh.Sampara\PycharmProjects\P16_Webpilot_API\Data\RM6187\RM6187-Joint-Schedule-6_-Key-Subcontractors.odt,"I'm sorry, but there doesn't appear to be a URL provided in the content you shared. Please include the full content containing the URL, and I'll be happy to extract it for you.",Rm6187-joint-schedule-6 -key-subcontractors
"provisions which will enable the Supplier to discharge its obligations under the Contracts;a right under CRTPA for CCS and the Buyer to enforce any provisions under the Key Sub-Contract which confer a benefit upon CCS and the Buyer respectively;a provision enabling CCS and the Buyer to enforce the Key Sub-Contract as if it were the Supplier; a provision enabling the Supplier to assign, novate or otherwise transfer any of its rights and/or obligations under the Key Sub-Contract to CCS and/or the Buyer;",82,"Global Theme: Contractual guidelines for subcontracting within the Management Consultancy Framework Three (MCF3).

Key Topics:
- Restrictions on subcontracting obligations.
- The process for approval of new or replacement subcontractors.
- Criteria for withholding consent for subcontractor appointments.
- Required information for proposed subcontractors.
- Provisions and obligations in subcontract agreements.

Summary: The document titled ""RM6187 Joint Schedule 6 Key Subcontractors"" outlines the contractual stipulations and processes surrounding the use of key subcontractors under the Management Consultancy Framework Three (MCF3). It specifies that suppliers must obtain written consent from CCS and the Buyer before engaging new or replacement key subcontractors. Detailed criteria for approval, including reliability and compliance considerations, are provided. Furthermore, the document lists the required information suppliers must submit about proposed subcontractors and the mandatory provisions that must be included in subcontract agreements to ensure alignment with broader contractual obligations.",details,RM6187,Management Consultancy Framework Three (MCF3),C:\Users\Naresh.Sampara\PycharmProjects\P16_Webpilot_API\Data\RM6187\RM6187-Joint-Schedule-6_-Key-Subcontractors.odt,"I'm sorry, but there doesn't appear to be a URL provided in the content you shared. Please include the full content containing the URL, and I'll be happy to extract it for you.",Rm6187-joint-schedule-6 -key-subcontractors
"obligations no less onerous on the Key Subcontractor than those imposed on the Supplier under the Framework Contract in respect of:the data protection requirements set out in Clause 14 (Data protection);the FOIA and other access request requirements set out in Clause 16 (When you can share information);the obligation not to embarrass CCS or the Buyer or otherwise bring CCS or the Buyer into disrepute; the keeping of records in respect of the goods and/or services being provided under the Key Sub-Contract, including the maintenance of Open Book Data;",88,"Global Theme: Contractual guidelines for subcontracting within the Management Consultancy Framework Three (MCF3).

Key Topics:
- Restrictions on subcontracting obligations.
- The process for approval of new or replacement subcontractors.
- Criteria for withholding consent for subcontractor appointments.
- Required information for proposed subcontractors.
- Provisions and obligations in subcontract agreements.

Summary: The document titled ""RM6187 Joint Schedule 6 Key Subcontractors"" outlines the contractual stipulations and processes surrounding the use of key subcontractors under the Management Consultancy Framework Three (MCF3). It specifies that suppliers must obtain written consent from CCS and the Buyer before engaging new or replacement key subcontractors. Detailed criteria for approval, including reliability and compliance considerations, are provided. Furthermore, the document lists the required information suppliers must submit about proposed subcontractors and the mandatory provisions that must be included in subcontract agreements to ensure alignment with broader contractual obligations.",details,RM6187,Management Consultancy Framework Three (MCF3),C:\Users\Naresh.Sampara\PycharmProjects\P16_Webpilot_API\Data\RM6187\RM6187-Joint-Schedule-6_-Key-Subcontractors.odt,"I'm sorry, but there doesn't appear to be a URL provided in the content you shared. Please include the full content containing the URL, and I'll be happy to extract it for you.",Rm6187-joint-schedule-6 -key-subcontractors
andthe conduct of audits set out in Clause 6 (Record keeping and reporting);provisions enabling the Supplier to terminate the Key Sub-Contract on notice on terms no more onerous on the Supplier than those imposed on CCS and the Buyer under Clauses 10.4 (When CCS or the Buyer can end this contract) and 10.5 (What happens if the contract ends) of this Contract;,62,"Global Theme: Contractual guidelines for subcontracting within the Management Consultancy Framework Three (MCF3).

Key Topics:
- Restrictions on subcontracting obligations.
- The process for approval of new or replacement subcontractors.
- Criteria for withholding consent for subcontractor appointments.
- Required information for proposed subcontractors.
- Provisions and obligations in subcontract agreements.

Summary: The document titled ""RM6187 Joint Schedule 6 Key Subcontractors"" outlines the contractual stipulations and processes surrounding the use of key subcontractors under the Management Consultancy Framework Three (MCF3). It specifies that suppliers must obtain written consent from CCS and the Buyer before engaging new or replacement key subcontractors. Detailed criteria for approval, including reliability and compliance considerations, are provided. Furthermore, the document lists the required information suppliers must submit about proposed subcontractors and the mandatory provisions that must be included in subcontract agreements to ensure alignment with broader contractual obligations.",details,RM6187,Management Consultancy Framework Three (MCF3),C:\Users\Naresh.Sampara\PycharmProjects\P16_Webpilot_API\Data\RM6187\RM6187-Joint-Schedule-6_-Key-Subcontractors.odt,"I'm sorry, but there doesn't appear to be a URL provided in the content you shared. Please include the full content containing the URL, and I'll be happy to extract it for you.",Rm6187-joint-schedule-6 -key-subcontractors
anda provision restricting the ability of the Key Subcontractor to subcontractor all or any part of the provision of the Deliverables provided to the Supplier under the Key Sub-Contract without first seeking the written consent of CCS and the Buyer. Joint Schedule 6 (Key Subcontractors)Crown Copyright 2018Framework Ref: RM6187 Model Version: v3.1 2,53,"Global Theme: Contractual guidelines for subcontracting within the Management Consultancy Framework Three (MCF3).

Key Topics:
- Restrictions on subcontracting obligations.
- The process for approval of new or replacement subcontractors.
- Criteria for withholding consent for subcontractor appointments.
- Required information for proposed subcontractors.
- Provisions and obligations in subcontract agreements.

Summary: The document titled ""RM6187 Joint Schedule 6 Key Subcontractors"" outlines the contractual stipulations and processes surrounding the use of key subcontractors under the Management Consultancy Framework Three (MCF3). It specifies that suppliers must obtain written consent from CCS and the Buyer before engaging new or replacement key subcontractors. Detailed criteria for approval, including reliability and compliance considerations, are provided. Furthermore, the document lists the required information suppliers must submit about proposed subcontractors and the mandatory provisions that must be included in subcontract agreements to ensure alignment with broader contractual obligations.",details,RM6187,Management Consultancy Framework Three (MCF3),C:\Users\Naresh.Sampara\PycharmProjects\P16_Webpilot_API\Data\RM6187\RM6187-Joint-Schedule-6_-Key-Subcontractors.odt,"I'm sorry, but there doesn't appear to be a URL provided in the content you shared. Please include the full content containing the URL, and I'll be happy to extract it for you.",Rm6187-joint-schedule-6 -key-subcontractors
"Joint Schedule 7 (Financial Difficulties)DefinitionsIn this Schedule, the following words shall have the following meanings and they shall supplement Joint Schedule 1 (Definitions):""Credit Rating Threshold""the minimum credit rating level for the Monitored Company as set out in Annex 2 ""Financial Distress Event""the occurrence or one or more of the following events:the credit rating of the Monitored Company dropping below the applicable Credit Rating Threshold;the Monitored Company issuing a profits warning to a stock exchange or making any other public announcement about a material deterioration in its financial position or prospects;there being a public investigation into improper financial accounting and reporting, suspected fraud or any other impropriety of the Monitored Company;",110,"Global Theme: Monitoring and managing financial distress events within a contractual framework.

Key Topics: 
- Definitions and criteria related to financial distress events.
- Required credit rating thresholds.
- Procedures and obligations upon occurrence of a financial distress event.
- Financial Distress Service Continuity Plan.
- Rights and remedies of CCS and the Buyer.
- Roles of Rating Agencies.

Summary: 
The document focuses on the definitions, criteria, and procedures related to financial distress events for a Monitored Company under the Management Consultancy Framework Three (MCF3). It outlines the required credit rating thresholds and the obligations of the Supplier and other monitored companies if a financial distress event occurs, including the formulation of a Financial Distress Service Continuity Plan. It specifies the roles and responsibilities of CCS and the Buyer, detailing the consequences for non-compliance, including potential termination of contracts. The document also clarifies the calculation methods for financial metrics and lists the rating agencies involved in monitoring the credit ratings.

Title: RM6187 Joint Schedule 7 Financial Difficulties 1",details,RM6187,Management Consultancy Framework Three (MCF3),C:\Users\Naresh.Sampara\PycharmProjects\P16_Webpilot_API\Data\RM6187\RM6187-Joint-Schedule-7_-Financial-Difficulties-1.odt,There is no URL provided within the content you shared. Could you please provide the specific content with the URL you want extracted?,Rm6187-joint-schedule-7 -financial-difficulties-1
Monitored Company committing a material breach of covenant to its lenders; a Key Subcontractor (where applicable) notifying CCS that the Supplier has not satisfied any sums properly due under a specified invoice and not subject to a genuine dispute; orany of the following:commencement of any litigation against the Monitored Company with respect to financial indebtedness or obligations under a contract; non-payment by the Monitored Company of any financial indebtedness;any financial indebtedness of the Monitored Company becoming due as a result of an event of default;,85,"Global Theme: Monitoring and managing financial distress events within a contractual framework.

Key Topics: 
- Definitions and criteria related to financial distress events.
- Required credit rating thresholds.
- Procedures and obligations upon occurrence of a financial distress event.
- Financial Distress Service Continuity Plan.
- Rights and remedies of CCS and the Buyer.
- Roles of Rating Agencies.

Summary: 
The document focuses on the definitions, criteria, and procedures related to financial distress events for a Monitored Company under the Management Consultancy Framework Three (MCF3). It outlines the required credit rating thresholds and the obligations of the Supplier and other monitored companies if a financial distress event occurs, including the formulation of a Financial Distress Service Continuity Plan. It specifies the roles and responsibilities of CCS and the Buyer, detailing the consequences for non-compliance, including potential termination of contracts. The document also clarifies the calculation methods for financial metrics and lists the rating agencies involved in monitoring the credit ratings.

Title: RM6187 Joint Schedule 7 Financial Difficulties 1",details,RM6187,Management Consultancy Framework Three (MCF3),C:\Users\Naresh.Sampara\PycharmProjects\P16_Webpilot_API\Data\RM6187\RM6187-Joint-Schedule-7_-Financial-Difficulties-1.odt,There is no URL provided within the content you shared. Could you please provide the specific content with the URL you want extracted?,Rm6187-joint-schedule-7 -financial-difficulties-1
"orthe cancellation or suspension of any financial indebtedness in respect of the Monitored Companyin each case which CCS reasonably believes (or would be likely reasonably to believe) could directly impact on the continued performance of any Contract and delivery of the Deliverables in accordance with any Call-Off Contract;""Financial Distress Service Continuity Plan""a plan setting out how the Supplier will ensure the continued performance and delivery of the Deliverables in accordance with each Call-Off Contract in the event that a Financial Distress Event occurs;“Monitored Company”Supplier [the Framework Guarantor/ [and Call-Off Guarantor] or any Key Subcontractor]""Rating Agencies""the rating agencies listed in Annex 1.When this Schedule appliesThe Parties shall comply with the provisions of this Schedule in relation to the assessment of the",120,"Global Theme: Monitoring and managing financial distress events within a contractual framework.

Key Topics: 
- Definitions and criteria related to financial distress events.
- Required credit rating thresholds.
- Procedures and obligations upon occurrence of a financial distress event.
- Financial Distress Service Continuity Plan.
- Rights and remedies of CCS and the Buyer.
- Roles of Rating Agencies.

Summary: 
The document focuses on the definitions, criteria, and procedures related to financial distress events for a Monitored Company under the Management Consultancy Framework Three (MCF3). It outlines the required credit rating thresholds and the obligations of the Supplier and other monitored companies if a financial distress event occurs, including the formulation of a Financial Distress Service Continuity Plan. It specifies the roles and responsibilities of CCS and the Buyer, detailing the consequences for non-compliance, including potential termination of contracts. The document also clarifies the calculation methods for financial metrics and lists the rating agencies involved in monitoring the credit ratings.

Title: RM6187 Joint Schedule 7 Financial Difficulties 1",details,RM6187,Management Consultancy Framework Three (MCF3),C:\Users\Naresh.Sampara\PycharmProjects\P16_Webpilot_API\Data\RM6187\RM6187-Joint-Schedule-7_-Financial-Difficulties-1.odt,There is no URL provided within the content you shared. Could you please provide the specific content with the URL you want extracted?,Rm6187-joint-schedule-7 -financial-difficulties-1
shall comply with the provisions of this Schedule in relation to the assessment of the financial standing of the Monitored Companies and the consequences of a change to that financial standing.,31,"Global Theme: Monitoring and managing financial distress events within a contractual framework.

Key Topics: 
- Definitions and criteria related to financial distress events.
- Required credit rating thresholds.
- Procedures and obligations upon occurrence of a financial distress event.
- Financial Distress Service Continuity Plan.
- Rights and remedies of CCS and the Buyer.
- Roles of Rating Agencies.

Summary: 
The document focuses on the definitions, criteria, and procedures related to financial distress events for a Monitored Company under the Management Consultancy Framework Three (MCF3). It outlines the required credit rating thresholds and the obligations of the Supplier and other monitored companies if a financial distress event occurs, including the formulation of a Financial Distress Service Continuity Plan. It specifies the roles and responsibilities of CCS and the Buyer, detailing the consequences for non-compliance, including potential termination of contracts. The document also clarifies the calculation methods for financial metrics and lists the rating agencies involved in monitoring the credit ratings.

Title: RM6187 Joint Schedule 7 Financial Difficulties 1",details,RM6187,Management Consultancy Framework Three (MCF3),C:\Users\Naresh.Sampara\PycharmProjects\P16_Webpilot_API\Data\RM6187\RM6187-Joint-Schedule-7_-Financial-Difficulties-1.odt,There is no URL provided within the content you shared. Could you please provide the specific content with the URL you want extracted?,Rm6187-joint-schedule-7 -financial-difficulties-1
The terms of this Schedule shall survive: under the Framework Contract until the later of (a) the termination or expiry of the Framework Contract or (b) the latest date of termination or expiry of any Call-Off Contract entered into under the Framework Contract (which might be after the date of termination or expiry of the Framework Contract);,57,"Global Theme: Monitoring and managing financial distress events within a contractual framework.

Key Topics: 
- Definitions and criteria related to financial distress events.
- Required credit rating thresholds.
- Procedures and obligations upon occurrence of a financial distress event.
- Financial Distress Service Continuity Plan.
- Rights and remedies of CCS and the Buyer.
- Roles of Rating Agencies.

Summary: 
The document focuses on the definitions, criteria, and procedures related to financial distress events for a Monitored Company under the Management Consultancy Framework Three (MCF3). It outlines the required credit rating thresholds and the obligations of the Supplier and other monitored companies if a financial distress event occurs, including the formulation of a Financial Distress Service Continuity Plan. It specifies the roles and responsibilities of CCS and the Buyer, detailing the consequences for non-compliance, including potential termination of contracts. The document also clarifies the calculation methods for financial metrics and lists the rating agencies involved in monitoring the credit ratings.

Title: RM6187 Joint Schedule 7 Financial Difficulties 1",details,RM6187,Management Consultancy Framework Three (MCF3),C:\Users\Naresh.Sampara\PycharmProjects\P16_Webpilot_API\Data\RM6187\RM6187-Joint-Schedule-7_-Financial-Difficulties-1.odt,There is no URL provided within the content you shared. Could you please provide the specific content with the URL you want extracted?,Rm6187-joint-schedule-7 -financial-difficulties-1
andunder the Call-Off Contract until the termination or expiry of the Call-Off-Contract.What happens when your credit rating changesThe Supplier warrants and represents to CCS that as at the Start Date the long term credit ratings issued for the Monitored Companies by each of the Rating Agencies are as set out in Annex 2.,53,"Global Theme: Monitoring and managing financial distress events within a contractual framework.

Key Topics: 
- Definitions and criteria related to financial distress events.
- Required credit rating thresholds.
- Procedures and obligations upon occurrence of a financial distress event.
- Financial Distress Service Continuity Plan.
- Rights and remedies of CCS and the Buyer.
- Roles of Rating Agencies.

Summary: 
The document focuses on the definitions, criteria, and procedures related to financial distress events for a Monitored Company under the Management Consultancy Framework Three (MCF3). It outlines the required credit rating thresholds and the obligations of the Supplier and other monitored companies if a financial distress event occurs, including the formulation of a Financial Distress Service Continuity Plan. It specifies the roles and responsibilities of CCS and the Buyer, detailing the consequences for non-compliance, including potential termination of contracts. The document also clarifies the calculation methods for financial metrics and lists the rating agencies involved in monitoring the credit ratings.

Title: RM6187 Joint Schedule 7 Financial Difficulties 1",details,RM6187,Management Consultancy Framework Three (MCF3),C:\Users\Naresh.Sampara\PycharmProjects\P16_Webpilot_API\Data\RM6187\RM6187-Joint-Schedule-7_-Financial-Difficulties-1.odt,There is no URL provided within the content you shared. Could you please provide the specific content with the URL you want extracted?,Rm6187-joint-schedule-7 -financial-difficulties-1
The Supplier shall promptly (and in any event within five (5) Working Days) notify CCS in writing if there is any downgrade in the credit rating issued by any Rating Agency for a Monitored Company.If there is any downgrade credit rating issued by any Rating Agency for the Monitored Company the Supplier shall ensure that the Monitored Company’s auditors thereafter provide CCS within 10 Working Days of the end of each Contract Year and within 10 Working Days of written request by CCS (such requests not to exceed 4 in any Contract Year) with written calculations of the quick ratio for the Monitored Company as at the end of each Contract Year or such other date as may be requested,120,"Global Theme: Monitoring and managing financial distress events within a contractual framework.

Key Topics: 
- Definitions and criteria related to financial distress events.
- Required credit rating thresholds.
- Procedures and obligations upon occurrence of a financial distress event.
- Financial Distress Service Continuity Plan.
- Rights and remedies of CCS and the Buyer.
- Roles of Rating Agencies.

Summary: 
The document focuses on the definitions, criteria, and procedures related to financial distress events for a Monitored Company under the Management Consultancy Framework Three (MCF3). It outlines the required credit rating thresholds and the obligations of the Supplier and other monitored companies if a financial distress event occurs, including the formulation of a Financial Distress Service Continuity Plan. It specifies the roles and responsibilities of CCS and the Buyer, detailing the consequences for non-compliance, including potential termination of contracts. The document also clarifies the calculation methods for financial metrics and lists the rating agencies involved in monitoring the credit ratings.

Title: RM6187 Joint Schedule 7 Financial Difficulties 1",details,RM6187,Management Consultancy Framework Three (MCF3),C:\Users\Naresh.Sampara\PycharmProjects\P16_Webpilot_API\Data\RM6187\RM6187-Joint-Schedule-7_-Financial-Difficulties-1.odt,There is no URL provided within the content you shared. Could you please provide the specific content with the URL you want extracted?,Rm6187-joint-schedule-7 -financial-difficulties-1
