,id,Classification
6901,RM10438_Call-Off-Schedule-6-Intellectual-Property-Rights-and-Additional-Terms-on-Digital-Deliverables-v10--20250626-764,details
6902,RM10438_Call-Off-Schedule-8-Business-Continuity-and-Disaster-Recovery-v10--20250626-788,details
6903,RM10438_Call-Off-Schedule-8-Business-Continuity-and-Disaster-Recovery-v10--20250626-801,details
6904,RM10438_Call-Off-Schedule-8-Business-Continuity-and-Disaster-Recovery-v10--20250626-803,details
6905,RM10438_Call-Off-Schedule-8-Business-Continuity-and-Disaster-Recovery-v10--20250626-807,details
6906,RM10438_Call-Off-Schedule-9-Security-v20--20250626-820,details
6907,RM10438_Call-Off-Schedule-9-Security-v20--20250626-825,details
6908,RM10438_Call-Off-Schedule-9-Security-v20--20250626-845,details
6909,RM10438_Call-Off-Schedule-9-Security-v20--20250626-859,details
6910,RM10438_Call-Off-Schedule-9-Security-v20--20250626-873,details
6911,RM10438_Call-Off-Schedule-9-Security-v20--20250626-894,details
6912,RM10438_Framework-Schedule-6-Order-Form-Template-Statement-of-Work-Template-and-Call-Off-Schedules-v20--20250626-1214,details
6913,RM10438_Framework-Schedule-6-Order-Form-Template-Statement-of-Work-Template-and-Call-Off-Schedules-v20--20250626-1215,details
6914,RM10438_Framework-Schedule-6-Order-Form-Template-Statement-of-Work-Template-and-Call-Off-Schedules-v20--20250626-1218,details
6915,RM10438_Framework-Schedule-6-Order-Form-Template-Statement-of-Work-Template-and-Call-Off-Schedules-v20--20250626-1226,details
6916,RM10438_Framework-Schedule-6-Order-Form-Template-Statement-of-Work-Template-and-Call-Off-Schedules-v20--20250626-1232,details
6917,RM10438_Framework-Schedule-6-Order-Form-Template-Statement-of-Work-Template-and-Call-Off-Schedules-v20--20250626-1233,details
6918,RM10438_Framework-Schedule-6-Order-Form-Template-Statement-of-Work-Template-and-Call-Off-Schedules-v20--20250626-1236,details
6919,RM10438_Framework-Schedule-6-Order-Form-Template-Statement-of-Work-Template-and-Call-Off-Schedules-v20--20250626-1239,details
6920,RM10438_Framework-Schedule-7-Call-Off-Award-Procedure-v10--20250626-1244,details
6921,RM10438_Framework-Schedule-7-Call-Off-Award-Procedure-v10--20250626-1249,details
6922,RM10438_Framework-Schedule-7-Call-Off-Award-Procedure-v10--20250626-1260,details
6923,RM10438_Framework-Schedule-7-Call-Off-Award-Procedure-v10--20250626-1264,details
6924,RM10438_Framework-Schedule-7-Call-Off-Award-Procedure-v10--20250626-1272,details
6925,RM10438_Framework-Schedule-8-Self-Audit-Certificate-v10--20250626-1279,details
6926,RM10438_Framework-Schedule-8-Self-Audit-Certificate-v10--20250626-1280,details
6927,RM10438_Joint-Schedule-1-Definitions-v10--20250626-1295,details
6928,RM10438_Framework-Award-Form-v20-1--20250626-1016,details
6929,RM10438_Framework-Award-Form-v20-1--20250626-1021,details
6930,RM10438_Framework-Award-Form-v20-1--20250626-1024,details
6931,RM10438_Framework-Schedule-1-Specification-v10-1--20250626-1039,details
6932,RM10438_Framework-Schedule-1-Specification-v10-1--20250626-1041,details
6933,RM10438_Framework-Schedule-1-Specification-v10-1--20250626-1047,details
6934,RM10438_Framework-Schedule-3-Framework-Prices-v10-1--20250626-1079,details
6935,RM10438_Framework-Schedule-3-Framework-Prices-v10-1--20250626-1096,details
6936,RM10438_Framework-Schedule-4-Framework-Management-v10--20250626-1100,details
6937,RM10438_Framework-Schedule-4-Framework-Management-v10--20250626-1110,details
6938,RM10438_Core-Terms-v3011--20250626-923,details
6939,RM10438_Core-Terms-v3011--20250626-930,details
6940,RM10438_Core-Terms-v3011--20250626-938,details
6941,RM10438_Core-Terms-v3011--20250626-942,details
6942,RM10438_Core-Terms-v3011--20250626-957,details
6943,RM10438_Core-Terms-v3011--20250626-962,details
6944,RM10438_Core-Terms-v3011--20250626-967,details
6945,RM10438_Core-Terms-v3011--20250626-984,details
6946,RM10438_Core-Terms-v3011--20250626-991,details
6947,RM10438_Core-Terms-v3011--20250626-1000,details
6948,RM10438_Framework-Schedule-4-Framework-Management-v10--20250626-1113,details
6949,RM10438_Framework-Schedule-4-Framework-Management-v10--20250626-1132,details
6950,RM10438_Framework-Schedule-6-Order-Form-Template-Statement-of-Work-Template-and-Call-Off-Schedules-v20_1--20250626-1151,details
6951,RM10438_Framework-Schedule-6-Order-Form-Template-Statement-of-Work-Template-and-Call-Off-Schedules-v20_1--20250626-1153,details
6952,RM10438_Framework-Schedule-6-Order-Form-Template-Statement-of-Work-Template-and-Call-Off-Schedules-v20_1--20250626-1160,details
6953,RM10438_Framework-Schedule-6-Order-Form-Template-Statement-of-Work-Template-and-Call-Off-Schedules-v20--20250626-1201,details
6954,RM10438_Joint-Schedule-8-Guarantee-v10--20250626-1623,details
6955,RM10438_Joint-Schedule-8-Guarantee-v10--20250626-1624,details
6956,RM10438_Joint-Schedule-8-Guarantee-v10--20250626-1626,details
6957,RM10438_Joint-Schedule-8-Guarantee-v10--20250626-1627,details
6958,RM10438_Joint-Schedule-8-Guarantee-v10--20250626-1631,details
6959,Why_you_cant_use_the_RM1043_8--20250626-1637,details
6960,RM6098-Aggregation-case-studies-v4-1--20250626-1642,details
6961,RM6098-Buyer-guidance-to-the-public-sector-contract-v41_1--20250626-1660,details
6962,RM6098-Buyer-guidance-to-the-public-sector-contract-v41_1--20250626-1661,details
6963,RM6098-Buyer-guidance-to-the-public-sector-contract-v41_1--20250626-1670,details
6964,RM6098-Buyer-guidance-to-the-public-sector-contract-v41_1--20250626-1679,details
6965,RM6098-Buyer-guidance-to-the-public-sector-contract-v41_1--20250626-1714,details
6966,RM10438_Joint-Schedule-1-Definitions-v10--20250626-1317,details
6967,RM10438_Joint-Schedule-1-Definitions-v10--20250626-1362,details
6968,RM10438_Joint-Schedule-1-Definitions-v10--20250626-1385,details
6969,RM10438_Joint-Schedule-1-Definitions-v10--20250626-1387,details
6970,RM10438_Joint-Schedule-1-Definitions-v10--20250626-1393,details
6971,RM10438_Joint-Schedule-1-Definitions-v10--20250626-1394,details
6972,RM10438_Joint-Schedule-2-Variation-Form-v10--20250626-1516,details
6973,RM10438_Joint-Schedule-3-Insurance-Requirements-v10--20250626-1519,details
6974,RM10438_Joint-Schedule-5-Corporate-Social-Responsibility-v10--20250626-1539,details
6975,RM10438_Joint-Schedule-7-Financial-Difficulties-v10--20250626-1569,details
6976,RM10438_Joint-Schedule-8-Guarantee-v10--20250626-1596,details
6977,RM10438_Joint-Schedule-8-Guarantee-v10--20250626-1598,details
6978,RM10438_Joint-Schedule-11-Processing-Data-v10--20250626-1429,details
6979,RM10438_Joint-Schedule-11-Processing-Data-v10--20250626-1445,details
6980,RM10438_Joint-Schedule-11-Processing-Data-v10--20250626-1476,details
6981,RM10438_Joint-Schedule-11-Processing-Data-v10--20250626-1479,details
6982,RM10438_Joint-Schedule-11-Processing-Data-v10--20250626-1486,details
6983,RM10438_Joint-Schedule-11-Processing-Data-v10--20250626-1499,details
6984,RM6098-Call-Off-Schedule-2-Staff-Transfer-v10-1--20250626-2020,details
6985,RM6098-Call-Off-Schedule-2-Staff-Transfer-v10-1--20250626-2055,details
6986,RM6098-Call-Off-Schedule-2-Staff-Transfer-v10-1--20250626-2067,details
6987,RM6098-Call-Off-Schedule-2-Staff-Transfer-v10-1--20250626-2078,details
6988,RM6098-Call-Off-Schedule-2-Staff-Transfer-v10-1--20250626-2092,details
6989,RM6098-Call-Off-Schedule-2-Staff-Transfer-v10-1--20250626-2097,details
6990,RM6098-Call-Off-Schedule-2-Staff-Transfer-v10-1--20250626-2098,details
6991,RM6098-Call-Off-Schedule-2-Staff-Transfer-v10-1--20250626-2099,details
6992,RM6098-Call-Off-Schedule-2-Staff-Transfer-v10-1--20250626-2112,details
6993,RM6098-Call-Off-Schedule-2-Staff-Transfer-v10-1--20250626-2115,details
6994,RM6098-Call-Off-Schedule-13-Implementation-Plan-and-Testing-v10--20250626-1939,details
6995,RM6098-Call-Off-Schedule-14-Service-Levels-v10--20250626-1960,details
6996,RM6098-Call-Off-Schedule-15-Call-Off-Contract-Management-v10--20250626-1962,details
6997,RM6098-Call-Off-Schedule-16-Benchmarking-v10--20250626-1978,details
6998,RM6098-Call-Off-Schedule-16-Benchmarking-v10--20250626-1979,details
6999,RM6098-Call-Off-schedule-17-MOD-terms-v11--20250626-1990,details
7000,RM6098-Call-Off-Schedule-2-Staff-Transfer-v10-1--20250626-2014,details
7001,RM6098-Buyer-guide-v81_1--20250626-1820,details
7002,RM6098-Call-Off-Schedule-1-Transparency-Reports-v10-1--20250626-1827,details
7003,RM6098-Call-Off-Schedule-1-Transparency-Reports-v10-1--20250626-1830,details
7004,RM6098-Call-Off-Schedule-10-Exit-Management-v20--20250626-1834,details
7005,RM6098-Call-Off-Schedule-10-Exit-Management-v20--20250626-1855,details
7006,RM6098-Call-Off-Schedule-12-Clustering-v10--20250626-1879,details
7007,RM6098-Call-Off-Schedule-13-Implementation-Plan-and-Testing-v10--20250626-1906,details
7008,RM6098-Buyer-guidance-to-the-public-sector-contract-v41_1--20250626-1722,details
7009,RM6098-Buyer-guide-v81_1--20250626-1781,details
7010,RM6098-Buyer-guide-v81_1--20250626-1784,details
7011,RM6098-Buyer-guide-v81_1--20250626-1796,details
7012,RM6098-Buyer-guide-v81_1--20250626-1808,details
7013,RM6098-Call-Off-Schedule-2-Staff-Transfer-v10-1--20250626-2130,details
7014,RM6098-Call-Off-Schedule-2-Staff-Transfer-v10-1--20250626-2135,details
7015,RM6098-Call-Off-Schedule-2-Staff-Transfer-v10-1--20250626-2154,details
7016,RM6098-Call-Off-Schedule-2-Staff-Transfer-v10-1--20250626-2156,details
7017,RM6098-Call-Off-Schedule-2-Staff-Transfer-v10-1--20250626-2170,details
7018,RM6098-Call-Off-Schedule-2-Staff-Transfer-v10-1--20250626-2173,details
7019,RM6098-Call-Off-Schedule-2-Staff-Transfer-v10-1--20250626-2177,details
7020,RM6098-Call-Off-Schedule-2-Staff-Transfer-v10-1--20250626-2186,details
7021,RM6098-Call-Off-Schedule-2-Staff-Transfer-v10-1--20250626-2190,details
7022,RM6098-Call-Off-Schedule-2-Staff-Transfer-v10-1--20250626-2191,details
7023,RM6098-Call-Off-Schedule-2-Staff-Transfer-v10-1--20250626-2192,details
7024,RM6098-Call-Off-Schedule-2-Staff-Transfer-v10-1--20250626-2198,details
7025,RM6098-Call-Off-Schedule-2-Staff-Transfer-v10-1--20250626-2199,details
7026,RM6098-Call-Off-Schedule-2-Staff-Transfer-v10-1--20250626-2200,details
7027,RM6098-Call-Off-Schedule-2-Staff-Transfer-v10-1--20250626-2207,details
7028,RM6098-Call-Off-Schedule-21-Northern-Ireland-Law-v10--20250626-2224,details
7029,RM6098-Call-Off-Schedule-22-Lease-Terms-FINANCIAL-LEASE-v11--20250626-2233,details
7030,RM6098-Call-Off-Schedule-22-Lease-Terms-FINANCIAL-LEASE-v11--20250626-2237,details
7031,RM6098-Call-Off-Schedule-22-Lease-Terms-FINANCIAL-LEASE-v11--20250626-2243,details
7032,RM6098-Call-Off-Schedule-22-Lease-Terms-FINANCIAL-LEASE-v11--20250626-2245,details
7033,RM6098-Call-Off-Schedule-22-Lease-Terms-FINANCIAL-LEASE-v11--20250626-2247,details
7034,RM6098-Call-Off-Schedule-22-Lease-Terms-FINANCIAL-LEASE-v11--20250626-2248,details
7035,RM6098-Call-Off-Schedule-22-Lease-Terms-FINANCIAL-LEASE-v11--20250626-2256,details
7036,RM6098-Call-Off-Schedule-22-Lease-Terms-FINANCIAL-LEASE-v11--20250626-2272,details
7037,RM6098-Call-Off-Schedule-22-Lease-Terms-FINANCIAL-LEASE-v11--20250626-2276,details
7038,RM6098-Call-Off-Schedule-22-Lease-Terms-FINANCIAL-LEASE-v11--20250626-2289,details
7039,RM6098-Call-Off-Schedule-22-Lease-Terms-FINANCIAL-LEASE-v11--20250626-2297,details
7040,RM6098-Call-Off-Schedule-22-Lease-Terms-OPERATIONAL-LEASE-v11--20250626-2432,details
7041,RM6098-Call-Off-Schedule-22-Lease-Terms-OPERATIONAL-LEASE-v11--20250626-2436,details
7042,RM6098-Call-Off-Schedule-22-Lease-Terms-OPERATIONAL-LEASE-v11--20250626-2440,details
7043,RM6098-Call-Off-Schedule-22-Lease-Terms-OPERATIONAL-LEASE-v11--20250626-2441,details
7044,RM6098-Call-Off-Schedule-22-Lease-Terms-OPERATIONAL-LEASE-v11--20250626-2458,details
7045,RM6098-Call-Off-Schedule-22-Lease-Terms-v21--20250626-2468,details
7046,RM6098-Call-Off-Schedule-22-Lease-Terms-v21--20250626-2469,details
7047,RM6098-Call-Off-Schedule-22-Lease-Terms-v21--20250626-2489,details
7048,RM6098-Call-Off-Schedule-22-Lease-Terms-v21--20250626-2490,details
7049,RM6098-Call-Off-Schedule-22-Lease-Terms-v21--20250626-2504,details
7050,RM6098-Call-Off-Schedule-22-Lease-Terms-FINANCIAL-LEASE-v11--20250626-2325,details
7051,RM6098-Call-Off-Schedule-22-Lease-Terms-FINANCIAL-LEASE-v11--20250626-2340,details
7052,RM6098-Call-Off-Schedule-22-Lease-Terms-OPERATIONAL-LEASE-v11--20250626-2387,details
7053,RM6098-Call-Off-Schedule-22-Lease-Terms-OPERATIONAL-LEASE-v11--20250626-2388,details
7054,RM6098-Call-Off-Schedule-22-Lease-Terms-OPERATIONAL-LEASE-v11--20250626-2396,details
7055,RM6098-Call-Off-Schedule-22-Lease-Terms-OPERATIONAL-LEASE-v11--20250626-2400,details
7056,RM6098-Call-Off-Schedule-22-Lease-Terms-OPERATIONAL-LEASE-v11--20250626-2402,details
7057,RM6098-Call-Off-Schedule-22-Lease-Terms-OPERATIONAL-LEASE-v11--20250626-2411,details
7058,RM6098-Call-Off-Schedule-6-ICT-Services-v20-1--20250626-2743,details
7059,RM6098-Call-Off-Schedule-6-ICT-Services-v20-1--20250626-2746,details
7060,RM6098-Call-Off-Schedule-6-ICT-Services-v20-1--20250626-2755,details
7061,RM6098-Call-Off-Schedule-6-ICT-Services-v20-1--20250626-2773,details
7062,RM6098-Call-Off-Schedule-6-ICT-Services-v20-1--20250626-2784,details
7063,RM6098-Call-Off-Schedule-6-ICT-Services-v20-1--20250626-2798,details
7064,RM6098-Call-Off-Schedule-6-ICT-Services-v20-1--20250626-2800,details
7065,RM6098-Call-Off-Schedule-7-Key-Supplier-Staff-v10--20250626-2808,details
7066,RM6098-Call-Off-Schedule-8-Business-Continuity-and-Disaster-Recovery-v10--20250626-2810,details
7067,RM6098-Call-Off-Schedule-8-Business-Continuity-and-Disaster-Recovery-v10--20250626-2814,details
7068,RM6098-Call-Off-Schedule-22-Lease-Terms-v21--20250626-2528,details
7069,RM6098-Call-Off-Schedule-22-Lease-Terms-v21--20250626-2538,details
7070,RM6098-Call-Off-Schedule-22-Lease-Terms-v21--20250626-2575,details
7071,RM6098-Call-Off-Schedule-22-Lease-Terms-v21--20250626-2585,details
7072,RM6098-Call-Off-Schedule-22-Lease-Terms-v21--20250626-2596,details
7073,RM6098-Call-Off-Schedule-22-Lease-Terms-v21--20250626-2597,details
7074,RM6098-Call-Off-Schedule-22-Lease-Terms-v21--20250626-2602,details
7075,RM6098-Call-Off-Schedule-23-HMRC-Terms-v10--20250626-2605,details
7076,RM6098-Call-Off-Schedule-23-HMRC-Terms-v10--20250626-2619,details
7077,RM6098-Call-Off-Schedule-8-Business-Continuity-and-Disaster-Recovery-v10--20250626-2860,details
7078,RM6098-Call-Off-Schedule-8-Business-Continuity-and-Disaster-Recovery-v10--20250626-2863,details
7079,RM6098-Call-Off-Schedule-9-Security-v10--20250626-2881,details
7080,RM6098-Call-Off-Schedule-9-Security-v10--20250626-2886,details
7081,RM6098-Call-Off-Schedule-9-Security-v10--20250626-2891,details
7082,RM6098-Call-Off-Schedule-9-Security-v10--20250626-2902,details
7083,RM6098-Call-Off-Schedule-9-Security-v10--20250626-2903,details
7084,RM6098-Call-Off-Schedule-6-Annex-E-As-a-Service-additional-terms-v20--20250626-2648,details
7085,RM6098-Call-Off-Schedule-6-Annex-E-As-a-Service-additional-terms-v20--20250626-2659,details
7086,RM6098-Call-Off-Schedule-6-Annex-E-As-a-Service-additional-terms-v20--20250626-2664,details
7087,RM6098-Call-Off-Schedule-6-Annex-E-As-a-Service-additional-terms-v20--20250626-2692,details
7088,RM6098-Call-Off-Schedule-6-Annex-E-As-a-Service-additional-terms-v20--20250626-2696,details
7089,RM6098-Call-Off-Schedule-6-Annex-E-As-a-Service-additional-terms-v20--20250626-2719,details
7090,RM6098-Framework-Award-Form-v20--20250626-3142,details
7091,RM6098-Framework-Award-Form-v20--20250626-3158,details
7092,RM6098-Framework-Award-Form-v20--20250626-3166,details
7093,RM6098-Framework-schedule-1-specification-v41--20250626-3175,details
7094,RM6098-Framework-schedule-1-specification-v41--20250626-3188,details
7095,RM6098-Framework-schedule-1-specification-v41--20250626-3191,details
7096,RM6098-Framework-schedule-1-specification-v41--20250626-3220,details
7097,RM6098-Framework-schedule-1-specification-v41--20250626-3223,details
7098,RM6098-Framework-schedule-1-specification-v41--20250626-3225,details
7099,RM6098-Framework-schedule-1-specification-v41--20250626-3229,details
7100,RM6098-Core-terms-v3011-1--20250626-3031,details
7101,RM6098-Core-terms-v3011-1--20250626-3042,details
7102,RM6098-Core-terms-v3011-1--20250626-3052,details
7103,RM6098-Core-terms-v3011-1--20250626-3061,details
7104,RM6098-Core-terms-v3011-1--20250626-3068,details
7105,RM6098-Core-terms-v3011-1--20250626-3096,details
7106,RM6098-Core-terms-v3011-1--20250626-3097,details
7107,RM6098-Core-terms-v3011-1--20250626-3099,details
7108,RM6098-Expression-of-interest-template-v2--20250626-3123,details
7109,RM6098-Call-Off-Schedule-9-Security-v10--20250626-2957,details
7110,RM6098-Call-Off-Schedule-9-Security-v10--20250626-2959,details
7111,RM6098-Case-studies-v5_2--20250626-2974,details
7112,RM6098-Case-studies-v5_2--20250626-2975,details
7113,RM6098-Case-studies-v5_2--20250626-2984,details
7114,RM6098-Case-studies-v5_2--20250626-2986,details
7115,RM6098-Case-studies-v5_2--20250626-3004,details
7116,RM6098-Core-terms-v3011-1--20250626-3028,details
7117,RM6098-Framework-schedule-1-specification-v41--20250626-3261,details
7118,RM6098-Framework-schedule-1-specification-v41--20250626-3262,details
7119,RM6098-Framework-Schedule-3-Framework-Prices-v20--20250626-3289,details
7120,RM6098-Framework-Schedule-4-Framework-Management-v20--20250626-3305,details
7121,RM6098-Framework-Schedule-5-Management-Charges-and-Information-v10--20250626-3321,details
7122,RM6098-Framework-Schedule-5-Management-Charges-and-Information-v10--20250626-3328,details
7123,RM6098-Invitation-to-tender-template-v3--20250626-3442,details
7124,RM6098-Invitation-to-tender-template-v3--20250626-3445,details
7125,RM6098-Invitation-to-tender-template-v3--20250626-3456,details
7126,RM6098-Invitation-to-tender-template-v3--20250626-3459,details
7127,RM6098-Invitation-to-tender-template-v3--20250626-3460,details
7128,RM6098-Joint-Schedule-11-processing-data-v20--20250626-3483,details
7129,RM6098-Joint-Schedule-11-processing-data-v20--20250626-3489,details
7130,RM6098-Joint-Schedule-11-processing-data-v20--20250626-3496,details
7131,RM6098-Joint-Schedule-11-processing-data-v20--20250626-3501,details
7132,RM6098-Joint-Schedule-11-processing-data-v20--20250626-3502,details
7133,RM6098-Joint-Schedule-11-processing-data-v20--20250626-3515,details
7134,RM6098-Joint-Schedule-11-processing-data-v20--20250626-3536,details
7135,RM6098-Joint-Schedule-11-processing-data-v20--20250626-3550,details
7136,RM6098-Joint-Schedule-11-processing-data-v20--20250626-3561,details
7137,RM6098-Joint-Schedule-11-processing-data-v20--20250626-3570,details
7138,RM6098-Joint-Schedule-11-processing-data-v20--20250626-3572,details
7139,RM6098-Joint-Schedule-11-processing-data-v20--20250626-3582,details
7140,RM6098-Joint-Schedule-3-Insurance-Requirements-v10--20250626-3598,details
7141,RM6098-Joint-Schedule-4-Commercially-Sensitive-Information-v10--20250626-3609,details
7142,RM6098-Joint-Schedule-5-Corporate-Social-Responsibility-v30-1--20250626-3625,details
7143,RM6098-Joint-Schedule-6-Key-Subcontractors-v10--20250626-3632,details
7144,RM6098-Joint-Schedule-6-Key-Subcontractors-v10--20250626-3636,details
7145,RM6098-Joint-Schedule-7-Financial-Difficulties-v34--20250626-3670,details
7146,RM6098-Joint-Schedule-7-Financial-Difficulties-v34--20250626-3676,details
7147,RM6098-Joint-Schedule-7-Financial-Difficulties-v34--20250626-3686,details
7148,RM6098-Joint-Schedule-7-Financial-Difficulties-v34--20250626-3697,details
7149,RM6098-Joint-Schedule-7-Financial-Difficulties-v34--20250626-3701,details
7150,RM6098-Joint-Schedule-7-Financial-Difficulties-v34--20250626-3708,details
7151,RM6098-Joint-Schedule-7-Financial-Difficulties-v34--20250626-3716,details
7152,RM6098-Joint-Schedule-7-Financial-Difficulties-v34--20250626-3722,details
7153,RM6098-Framework-schedule-6-order-form-template-and-call-off-schedules-v31--20250626-3354,details
7154,RM6098-Framework-Schedule-7-Call-Off-Award-Procedure-v2--20250626-3396,details
7155,RM6098-Framework-Schedule-7-Call-Off-Award-Procedure-v2--20250626-3397,details
7156,RM6098-Invitation-to-tender-template-v3--20250626-3416,details
7157,RM6098-Model-Contract-Pack-v3--20250626-3940,details
7158,RM6098-Model-Contract-Pack-v3--20250626-3956,details
7159,RM6098-Model-Contract-Pack-v3--20250626-3966,details
7160,RM6098-Model-Contract-Pack-v3--20250626-3997,details
7161,RM6098-Model-Contract-Pack-v3--20250626-4006,details
7162,RM6098-Model-Contract-Pack-v3--20250626-4008,details
7163,RM6098-Model-Contract-Pack-v3--20250626-4014,details
7164,RM6098-Model-Contract-Pack-v3--20250626-4021,details
7165,RM6098-Model-Contract-Pack-v3--20250626-4032,details
7166,RM6098-Model-Contract-Pack-v3--20250626-4052,details
7167,RM6098-Model-Contract-Pack-v3--20250626-4053,details
7168,RM6098-Model-Contract-Pack-v3--20250626-4057,details
7169,RM6098-Model-Contract-Pack-v3--20250626-4066,details
7170,RM6098-Model-Contract-Pack-v3--20250626-4071,details
7171,RM6098-Model-Contract-Pack-v3--20250626-4081,details
7172,RM6098-Model-Contract-Pack-v3--20250626-4092,details
7173,RM6098-Model-Contract-Pack-v3--20250626-4124,details
7174,RM6098-Model-Contract-Pack-v3--20250626-4131,details
7175,RM6098-Model-Contract-Pack-v3--20250626-3884,details
7176,RM6098-Model-Contract-Pack-v3--20250626-3887,details
7177,RM6098-Model-Contract-Pack-v3--20250626-3892,details
7178,RM6098-Model-Contract-Pack-v3--20250626-3895,details
7179,RM6098-Model-Contract-Pack-v3--20250626-3898,details
7180,RM6098-Model-Contract-Pack-v3--20250626-3902,details
7181,RM6098-Model-Contract-Pack-v3--20250626-3912,details
7182,RM6098-Model-Contract-Pack-v3--20250626-3915,details
7183,RM6098-Joint-Schedule-8-Guarantee-for-PSC-v10--20250626-3747,details
7184,RM6098-Leasing-tech-hardware-best-practice-process-v28-1--20250626-3774,details
7185,RM6098-Leasing-tech-hardware-best-practice-process-v28-1--20250626-3778,details
7186,RM6098-Market-engagement-best-practice-process-v27--20250626-3823,details
7187,RM6098-Model-Contract-Pack-v3--20250626-4144,details
7188,RM6098-Model-Contract-Pack-v3--20250626-4151,details
7189,RM6098-Model-Contract-Pack-v3--20250626-4152,details
7190,RM6098-Model-Contract-Pack-v3--20250626-4164,details
7191,RM6098-Model-Contract-Pack-v3--20250626-4166,details
7192,RM6098-Model-Contract-Pack-v3--20250626-4173,details
7193,RM6098-Model-Contract-Pack-v3--20250626-4178,details
7194,RM6098-Request-for-information-template-v21--20250626-4212,details
7195,RM6098_Benefits--20250626-4231,details
7196,RM6116-Buyer-guide-v12--20250626-4252,details
7197,RM6116-Buyer-guide-v12--20250626-4276,details
7198,RM6116-Buyer-guide-v12--20250626-4280,details
7199,RM6116-Buyer-guide-v12--20250626-4291,details
7200,RM6116-Buyer-guide-v12--20250626-4292,details
7201,RM6116-Buyer-guide-v12--20250626-4300,details
7202,RM6116-Buyer-guide-v12--20250626-4306,details
7203,RM6116-Buyer-guide-v12--20250626-4314,details
7204,RM6116-Call-Off-Schedule-10-Exit-Management-V12--20250626-4341,details
7205,RM6116-Call-Off-Schedule-14-Service-Levels-vFinal11--20250626-4472,details
7206,RM6116-Call-Off-Schedule-14-Service-Levels-vFinal11--20250626-4482,details
7207,RM6116-Call-Off-Schedule-14-Service-Levels-vFinal11--20250626-4499,details
7208,RM6116-Call-Off-Schedule-16-Benchmarking-vFinal--20250626-4516,details
7209,RM6116-Call-Off-Schedule-16-Benchmarking-vFinal--20250626-4518,details
7210,RM6116-Call-Off-Schedule-18-Background-Checks-vFinal--20250626-4543,details
7211,RM6116-Call-Off-Schedule-10-Exit-Management-V12--20250626-4350,details
7212,RM6116-Call-Off-Schedule-10-Exit-Management-V12--20250626-4356,details
7213,RM6116-Call-Off-Schedule-12-Clustering-vFinal--20250626-4365,details
7214,RM6116-Call-Off-Schedule-12-Clustering-vFinal--20250626-4374,details
7215,RM6116-Call-Off-Schedule-13-Implementation-Plan-and-Testing-v11--20250626-4413,details
7216,RM6116-Call-Off-Schedule-14-Service-Levels-vFinal11--20250626-4433,details
7217,RM6116-Call-Off-Schedule-2-Staff-Transfer-vFinal--20250626-4575,details
7218,RM6116-Call-Off-Schedule-2-Staff-Transfer-vFinal--20250626-4590,details
7219,RM6116-Call-Off-Schedule-2-Staff-Transfer-vFinal--20250626-4601,details
7220,RM6116-Call-Off-Schedule-2-Staff-Transfer-vFinal--20250626-4622,details
7221,RM6116-Call-Off-Schedule-2-Staff-Transfer-vFinal--20250626-4627,details
7222,RM6116-Call-Off-Schedule-2-Staff-Transfer-vFinal--20250626-4635,details
7223,RM6116-Call-Off-Schedule-2-Staff-Transfer-vFinal--20250626-4641,details
7224,RM6116-Call-Off-Schedule-2-Staff-Transfer-vFinal--20250626-4642,details
7225,RM6116-Call-Off-Schedule-2-Staff-Transfer-vFinal--20250626-4645,details
7226,RM6116-Call-Off-Schedule-25-Supplier-Operational-Terms-vFinal--20250626-4852,details
7227,RM6116-Call-Off-Schedule-3-Continuous-Improvement-v11--20250626-4857,details
7228,RM6116-Call-Off-Schedule-6-ICT-Services-v11--20250626-4869,details
7229,RM6116-Call-Off-Schedule-6-ICT-Services-v11--20250626-4872,details
7230,RM6116-Call-Off-Schedule-6-ICT-Services-v11--20250626-4880,details
7231,RM6116-Call-Off-Schedule-6-ICT-Services-v11--20250626-4893,details
7232,RM6116-Call-Off-Schedule-6-ICT-Services-v11--20250626-4899,details
7233,RM6116-Call-Off-Schedule-6-ICT-Services-v11--20250626-4908,details
7234,RM6116-Call-Off-Schedule-2-Staff-Transfer-vFinal--20250626-4649,details
7235,RM6116-Call-Off-Schedule-2-Staff-Transfer-vFinal--20250626-4675,details
7236,RM6116-Call-Off-Schedule-2-Staff-Transfer-vFinal--20250626-4676,details
7237,RM6116-Call-Off-Schedule-2-Staff-Transfer-vFinal--20250626-4697,details
7238,RM6116-Call-Off-Schedule-2-Staff-Transfer-vFinal--20250626-4706,details
7239,RM6116-Call-Off-Schedule-2-Staff-Transfer-vFinal--20250626-4713,details
7240,RM6116-Call-Off-Schedule-2-Staff-Transfer-vFinal--20250626-4729,details
7241,RM6116-Call-Off-Schedule-2-Staff-Transfer-vFinal--20250626-4733,details
7242,RM6116-Call-Off-Schedule-2-Staff-Transfer-vFinal--20250626-4748,details
7243,RM6116-Call-Off-Schedule-2-Staff-Transfer-vFinal--20250626-4756,details
7244,RM6116-Call-Off-Schedule-2-Staff-Transfer-vFinal--20250626-4801,details
7245,RM6116-Call-Off-Schedule-21-Northern-Ireland-Law-vFinal--20250626-4813,details
7246,RM6116-Framework-Schedule-3-Framework-Prices-vFinal-11--20250626-5171,details
